PunkteGesamt;PunkteJury;PunkteTelevoting;Jahr;Show;Datum;Semi;Startnummer;Land;Interpret;Songtitel;WoerterSongtitel;Blasinstrument;Schlaginstrument;Streichinstrument;Tasteninstrument;Zupfinstrument;ZahlGesamt;ZahlHaupt;ZahlmHaupt;ZahlwHaupt;ZahlmGesamt;ZahlwGesamt;Geschlecht1;Geschlecht2;Geburtsdatum1;Geburtsdatum2;Geburtsdatum3;Geburtsdatum4;Geburtsdatum5;Geburtsdatum6;Alter;Mitverfasser;Vorentscheid;VETeilnehmer;Veroeffentlichung;Dauer;Kuerzel;Englisch;Landessprache;Liebe;Krieg;Gleichberechtigung;Woerterzahl;WoerterHaupt;WoerterNeben;Titelzahl;TitelHaupt;TitelNeben;RaengeQuoten;normiert;WettquoteFinale;WettquoteSemi;Finalquoten;letztesJahrFinale;AbstimmendeLaender;Grenznachbarn;Sprachnachbarn;Flaeche;Einwohner;BIP;Frauenquote;Touristen;TouriproEinw;Festnetzanschluesse;Mobilfunkvertraege
164;71;93;2016;7;10.05.2016;1;11;Zypern;MINUS ONE;ALTER EGO;2;0;1;0;0;1;5;5;5;0;5;0;Gruppe;männlich;20.12.1989;NA;NA;NA;NA;NA;26,38740589;1;0;0;22.02.2016;78;20161Cyp;1;0;1;0;0;344;344;0;0;0;0;7,5;4,4241;NA;1,16;29;1;20;0;1;9251;1170189;24605,92083;17,85714286;3286000;2,808093393;37,50269069;132,6368741
161;120;41;2016;7;10.05.2016;1;10;Tschechien;GABRIELA GUNCÍKOVÁ;I STAND;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;27.06.1993;NA;NA;NA;NA;NA;22,86926762;0;0;0;11.03.2016;60;20161Cze;1;0;0;0;0;187;187;0;11;11;0;9;1,9149;NA;1,2;67;0;20;1;0;78870;10566332;18575,23203;20;32519000;3,07760536;16,56101029;117,5742832
24;9;15;2016;7;10.05.2016;1;13;Estland;JÜRI POOTSMANN;PLAY;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;01.07.1994;NA;NA;NA;NA;NA;21,85900068;0;1;19;05.03.2016;66;20161Est;1;0;1;0;0;260;257;3;3;3;0;13;1,0182;NA;2,88;126;1;20;1;0;45340;1315790;18437,25282;23,76237624;5942000;4,515918194;28,14934942;144,1630523
51;35;16;2016;7;10.05.2016;1;1;Finnland;SANDHJA;SING IT AWAY;3;0;0;0;0;0;6;1;0;1;0;6;weiblich;weiblich;16.03.1991;NA;NA;NA;NA;NA;25,15263518;1;1;17;27.02.2016;73;20161Fin;1;0;0;0;0;293;293;0;17;17;0;16;0,6383;NA;13;201;0;20;2;1;338450;5495303;43784,28396;41,5;2789000;0,507524335;8,318004232;131,3291545
44;22;22;2016;7;10.05.2016;1;2;Griechenland;ARGO;UTOPIAN LAND;2;0;1;1;0;0;6;6;4;2;4;2;Gruppe;gemischt;16.10.1985;NA;NA;NA;NA;NA;30,56536619;1;0;0;10.03.2016;61;20161Grc;1;1;0;0;0;267;267;0;5;5;0;14;0,6383;NA;4;201;1;20;0;1;131960;10775971;17885,39281;19,66666667;28071000;2,604962467;48,99537785;118,122548
133;80;53;2016;7;10.05.2016;1;5;Kroatien;NINA KRALJIC;LIGHTHOUSE;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;04.04.1992;NA;NA;NA;NA;NA;24,09856263;0;0;0;09.03.2016;62;20161Hrv;1;0;0;0;0;186;186;0;7;7;0;10;14,2553;NA;1,5;9;0;20;3;2;88073;4174349;12361,48383;12,58278146;57587000;13,79544451;34,12004746;104,888678
197;78;119;2016;7;10.05.2016;1;4;Ungarn;FREDDIE;PIONEER;1;0;1;0;0;0;5;1;1;0;5;0;männlich;männlich;08.04.1990;NA;NA;NA;NA;NA;26,08898015;0;1;29;27.02.2016;73;20161Hun;1;0;0;0;1;210;210;0;3;3;0;6;3,1292;NA;1,1;41;1;20;2;1;93030;9814023;13090,50673;10,1010101;52890000;5,389227231;31,98752176;102,0406696
51;27;24;2016;7;10.05.2016;1;16;Island;GRETA SALÓME;HEAR THEM CALLING;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;11.11.1986;NA;NA;NA;NA;NA;29,49486653;1;1;11;20.02.2016;80;20161Isl;1;0;0;0;0;236;236;0;14;13;1;4,5;2,5156;NA;1,07;51;0;20;0;0;103000;335439;61987,92636;47,61904762;1891000;5,637388616;49,53733527;120,8927593
33;24;9;2016;7;10.05.2016;1;3;Moldawien;LIDIA ISAC;FALLING STARS;2;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;27.03.1993;NA;NA;NA;NA;NA;23,1211499;0;1;23;27.02.2016;73;20161Mda;1;0;0;0;0;198;198;0;6;5;1;15;0,5111;NA;11;251;0;20;0;1;33850;2802170;2880,439281;21,78217822;121000;0,043180821;28,80679802;93,17465849
209;155;54;2016;7;10.05.2016;1;18;Malta;IRA LOSCO;WALK ON WATER;3;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;31.07.1981;NA;NA;NA;NA;NA;34,7761807;1;0;0;17.03.2016;54;20161Mlt;1;1;1;0;0;254;245;9;8;8;0;3;9,8691;NA;1,05;13;0;20;0;0;320;455356;25741,44606;12,85714286;2592000;5,692249581;53,74217204;134,252242
60;46;14;2016;7;10.05.2016;1;15;Montenegro;HIGHWAY;THE REAL THING;3;0;0;0;0;1;6;4;4;0;4;1;Gruppe;männlich;27.04.1985;NA;NA;NA;NA;NA;31,03627652;1;0;0;04.03.2016;67;20161Mne;1;0;1;0;0;172;172;0;9;9;0;18;0,5111;NA;19;251;1;20;2;0;13810;622303;7033,604899;23,45679012;1662000;2,670724711;23,59692251;165,9184968
197;102;95;2016;7;10.05.2016;1;6;Niederlande;DOUWE BOB;SLOW DOWN;2;0;1;0;1;1;6;1;1;0;6;0;männlich;männlich;12.12.1992;NA;NA;NA;NA;NA;23,40862423;1;0;0;04.03.2016;67;20161Nld;1;0;0;0;0;230;230;0;24;24;0;4,5;1,5839;NA;1,07;81;0;20;0;0;41540;17030314;46007,85292;37,33333333;15828000;0,929401537;39,8909506;123,0177086
342;148;194;2016;7;10.05.2016;1;9;Russland;SERGEY LAZAREV;YOU ARE THE ONLY ONE;5;0;0;0;0;0;6;1;1;0;5;1;männlich;männlich;01.04.1983;NA;NA;NA;NA;NA;33,10882957;0;0;0;05.03.2016;66;20161Rus;1;0;1;0;0;301;294;7;7;6;1;1;46,6537;NA;1;2,75;1;20;3;2;17098250;144342397;8704,898413;12,66666667;24571000;0,170227186;22,21753909;157,718498
68;19;49;2016;7;10.05.2016;1;8;San Marino;SERHAT;I DIDN'T KNOW;3;0;0;0;0;0;6;1;1;0;1;5;männlich;männlich;24.10.1964;NA;NA;NA;NA;NA;51,54277892;0;0;0;09.03.2016;62;20161Smr;1;0;1;0;0;276;276;0;17;14;3;17;0,4262;NA;17;301;0;20;0;1;60;33503;43828,23246;23,33333333;2,00E+06;59,69614661;47,75549188;109,1511461
45;10;35;2016;8;12.05.2016;1;17;Albanien;ENEDA TARIFA;FAIRYTALE;1;0;0;0;0;0;4;1;0;1;1;3;weiblich;weiblich;30.03.1982;NA;NA;NA;NA;NA;34,11909651;0;1;29;13.03.2016;60;20162Alb;1;0;1;0;0;270;270;0;0;0;0;17;1,3086;NA;13;201;1;20;1;1;28750;2876101;4124,055726;22,85714286;4736000;1,646673743;8,614077281;116,7444442
330;188;142;2016;8;12.05.2016;1;10;Australien;DAMI IM;SOUND OF SILENCE;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;17.10.1988;NA;NA;NA;NA;NA;27,56741958;0;0;0;11.03.2016;62;20162Aus;1;1;1;0;0;270;253;17;18;15;3;1,5;23,9125;NA;1;11;1;20;0;2;7741220;24190907;49971,13146;28,66666667;8269000;0,341822653;34,95075077;109,4312952
274;139;135;2016;8;12.05.2016;1;18;Belgien;LAURA TESORO;WHAT'S THE PRESSURE;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;19.08.1996;NA;NA;NA;NA;NA;19,72895277;0;1;4;17.01.2016;116;20162Bel;1;0;0;0;0;278;278;0;6;6;0;4,5;1,742;NA;1,08;151;1;20;1;4;30530;11331422;41984,10303;39,33333333;7481000;0,660199576;38,49650621;110,5368746
220;98;122;2016;8;12.05.2016;1;12;Bulgarien;POLI GENOVA;IF LOVE WAS A CRIME;5;0;0;0;0;0;6;1;0;1;2;4;weiblich;weiblich;10.02.1987;NA;NA;NA;NA;NA;29,25119781;1;0;0;21.03.2016;52;20162Bgr;1;0;1;0;0;291;291;0;4;4;0;6;10,1168;NA;1,1;26;0;20;2;0;111000;7127822;7548,855007;20,41666667;10604000;1,487691472;20,67931654;125,4743844
84;32;52;2016;8;12.05.2016;1;5;Belarus;IVAN;HELP YOU FLY;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;29.10.1994;NA;NA;NA;NA;NA;21,53593429;1;1;9;22.01.2016;111;20162Blr;1;0;0;0;0;177;173;4;0;0;0;12;0,8739;NA;2,5;301;0;20;4;2;207600;9501534;5022,626643;34,54545455;10935000;1,150866797;47,80386047;121,112623
28;25;3;2016;8;12.05.2016;1;3;Schweiz;RYKKA;THE LAST OF OUR KIND;5;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;13.03.1986;NA;NA;NA;NA;NA;30,16563997;1;1;5;13.02.2016;89;20162Che;1;0;0;1;0;290;290;0;14;14;0;18;1,3086;NA;17;201;0;20;2;5;41290,39;8373338;83073,28008;32;10402000;1,242276378;45,01888265;134,1553264
34;10;24;2016;8;12.05.2016;1;13;Dänemark;LIGHTHOUSE X;SOLDIERS OF LOVE;3;0;0;0;0;0;3;3;3;0;3;0;Gruppe;männlich;06.09.1983;21.01.1986;28.10.1986;NA;NA;NA;30,84188912;1;1;9;13.02.2016;89;20162Dnk;1;0;1;1;0;306;306;0;12;12;0;13,5;2,0876;NA;3;126;0;20;1;1;42920;5728010;54663,99837;37,4301676;28692000;5,009069467;24,4292373;122,300966
123;84;39;2016;8;12.05.2016;1;16;Georgien;NIKA KOCHAROV & YOUNG GEORGIAN LOLITAZ;MIDNIGHT GOLD;2;0;1;0;0;1;4;4;4;0;4;0;Gruppe;männlich;22.06.1980;NA;NA;NA;NA;NA;35,88774812;0;1;4;15.02.2016;87;20162Geo;1;0;1;0;0;156;156;0;0;0;0;11;0,8739;NA;2,1;301;1;20;0;2;69700;3727505;4062,169888;16;5393000;1,446812278;20,92993313;137,7647586
46;15;31;2016;8;12.05.2016;1;7;Irland;NICKY BYRNE;SUNLIGHT;1;0;1;0;1;1;4;1;1;0;4;0;männlich;männlich;09.10.1978;NA;NA;NA;NA;NA;37,59069131;1;0;0;13.01.2016;120;20162Irl;1;1;1;0;0;292;290;2;6;6;0;15;2,6043;NA;3,5;101;0;20;1;2;70280;4755335;62993,7451;22,15189873;10100000;2,12393028;40,8396988;103,8191107
147;127;20;2016;8;12.05.2016;1;4;Israel;HOVI STAR;MADE OF STARS;3;0;0;0;0;0;3;1;1;0;2;1;männlich;männlich;19.11.1986;NA;NA;NA;NA;NA;29,47843943;0;1;2;03.03.2016;70;20162Isr;1;0;0;0;0;223;221;2;15;15;0;4,5;2,0876;NA;1,08;126;1;20;0;0;22070;8546000;37282,53056;26,66666667;3070000;0,359232389;41,19162879;130,3492361
222;104;118;2016;8;12.05.2016;1;9;Litauen;DONNY MONTELL;I'VE BEEN WAITING FOR THIS NIGHT;6;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;22.10.1987;NA;NA;NA;NA;NA;28,55578371;0;1;27;12.03.2016;61;20162Ltu;1;0;1;0;0;270;257;13;12;12;0;8;2,6043;NA;1,2;101;1;20;3;0;65286;2868231;14998,12506;21,27659574;5322000;1,855499086;18,37205496;145,513378
132;64;68;2016;8;12.05.2016;1;1;Lettland;JUSTS;HEARTBEAT;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;06.02.1995;NA;NA;NA;NA;NA;21,26214921;0;1;18;28.02.2016;74;20162Lva;1;0;1;0;0;191;191;0;6;6;0;7;15,4728;NA;1,11;17;1;20;2;0;64570;1959537;14315,79289;18;6797000;3,468676529;18,38354102;134,240928
88;34;54;2016;8;12.05.2016;1;8;Nordmazedonien;KALIOPI;DONA;1;0;1;0;0;0;6;1;0;1;1;5;weiblich;weiblich;28.12.1966;NA;NA;NA;NA;NA;49,37166324;1;0;0;07.03.2016;66;20162Mkd;0;1;0;0;0;179;179;0;33;23;10;13,5;1,742;NA;3;151;0;20;3;1;25710;2080746;5132,997146;33,33333333;510000;0,2451044;17,70377216;98,54624045
63;29;34;2016;8;12.05.2016;1;15;Norwegen;AGNETE;ICEBREAKER;1;0;0;0;0;0;2;1;0;1;0;2;weiblich;weiblich;04.07.1994;NA;NA;NA;NA;NA;21,85626283;1;1;9;27.02.2016;75;20162Nor;1;0;1;0;0;183;183;0;6;6;0;10;3,9259;NA;1,83;67;1;20;0;0;625194,24;5234519;70460,56053;39,64497041;5960000;1,138595542;15,37175471;109,1149238
151;20;131;2016;8;12.05.2016;1;2;Polen;MICHAL SZPAK;COLOR OF YOUR LIFE;4;0;0;1;1;0;6;1;1;0;2;4;männlich;männlich;26.11.1990;NA;NA;NA;NA;NA;25,45927447;0;1;8;05.03.2016;68;20162Pol;1;0;0;0;0;191;191;0;0;0;0;9;5,1576;NA;1,53;51;1;20;4;4;312680;37970087;12447,43959;27,39130435;80476000;2,119457877;21,43540983;139,5179369
105;55;50;2016;8;12.05.2016;1;6;Serbien;ZAA SANJA VUCIC;GOODBYE;1;0;0;0;0;0;6;1;0;1;1;5;weiblich;weiblich;08.08.1993;NA;NA;NA;NA;NA;22,75975359;0;0;0;12.03.2016;61;20162Srb;1;0;0;0;0;276;276;0;4;4;0;3;11,4364;NA;1,02;23;1;20;2;1;88360;7058322;5765,200762;34;1281000;0,181487895;30,3188414;102,7161171
57;49;8;2016;8;12.05.2016;1;11;Slowenien;MANUELLA;BLUE AND RED;3;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;31.01.1989;NA;NA;NA;NA;NA;27,27720739;1;1;9;27.02.2016;75;20162Svn;1;0;1;0;0;201;201;0;5;3;2;16;1,3086;NA;4;201;1;20;1;2;20675;2065042;21663,64341;36,66666667;3397000;1,645002862;35,13077268;115,0200317
287;135;152;2016;8;12.05.2016;1;14;Ukraine;JAMALA;1944;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;27.08.1983;NA;NA;NA;NA;NA;32,70910335;1;1;17;21.02.2016;81;20162Ukr;1;1;1;1;0;125;121;4;0;0;0;1,5;11,4364;NA;1;23;0;20;2;3;603550;45004673;2187,73051;12,01923077;13734000;0,30516831;19,84280445;133,1689539
249;115;134;2016;9;14.05.2016;0;26;Armenien;IVETA MUKUCHYAN;LOVEWAVE;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;14.10.1986;NA;NA;NA;NA;NA;29,58247775;1;0;0;02.03.2016;73;20163Arm;1;0;1;0;0;236;231;5;6;6;0;10;3,1954;51;NA;23;1;41;2;0;29740;2936147;3591,828052;10,6870229;1260000;0,429133827;18,10620259;116,9754675
511;320;191;2016;9;14.05.2016;0;13;Australien;DAMI IM;SOUND OF SILENCE;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;17.10.1988;NA;NA;NA;NA;NA;27,57289528;0;0;0;11.03.2016;64;20163Aus;1;1;1;0;0;269;252;17;18;15;3;2;6,6814;6;NA;11;1;41;0;3;7741220;24190907;49971,13146;28,66666667;8269000;0,341822653;34,95075077;109,4312952
151;31;120;2016;9;14.05.2016;0;24;Österreich;ZOË;LOIN D'ICI;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;01.12.1996;NA;NA;NA;NA;NA;19,44969199;1;1;9;12.02.2016;92;20163Aut;0;0;1;0;0;245;223;22;17;13;4;17,5;0,7277;151;NA;101;1;41;6;8;83879;8736668;45276,83144;30,6010929;28121000;3,218732817;40,78057906;126,6614696
117;44;73;2016;9;14.05.2016;0;4;Aserbaidschan;SAMRA;MIRACLE;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;20.10.1994;NA;NA;NA;NA;NA;21,56605065;0;0;0;13.03.2016;62;20163Aze;1;0;0;0;0;226;226;0;16;13;3;23,5;2,5343;501;NA;29;1;41;3;1;86600;9757812;3880,738731;16,8;2249000;0,230481997;17,46328565;104,6523726
181;130;51;2016;9;14.05.2016;0;1;Belgien;LAURA TESORO;WHAT'S THE PRESSURE;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;19.08.1996;NA;NA;NA;NA;NA;19,73442847;0;1;4;17.01.2016;118;20163Bel;1;0;0;0;0;283;283;0;6;6;0;13,5;0,4867;101;NA;151;1;41;3;7;30530;11331422;41984,10303;39,33333333;7481000;0,660199576;38,49650621;110,5368746
307;127;180;2016;9;14.05.2016;0;8;Bulgarien;POLI GENOVA;IF LOVE WAS A CRIME;5;0;0;0;0;0;6;1;0;1;2;4;weiblich;weiblich;10.02.1987;NA;NA;NA;NA;NA;29,25667351;1;0;0;21.03.2016;54;20163Bgr;1;0;1;0;0;290;290;0;4;4;0;6;2,8267;26;NA;26;0;41;3;0;111000;7127822;7548,855007;20,41666667;10604000;1,487691472;20,67931654;125,4743844
96;43;53;2016;9;14.05.2016;0;14;Zypern;MINUS ONE;ALTER EGO;2;0;1;0;0;1;5;5;5;0;5;0;Gruppe;männlich;20.12.1989;NA;NA;NA;NA;NA;26,39835729;1;0;0;22.02.2016;82;20163Cyp;1;0;1;0;0;344;344;0;0;0;0;11;2,5343;67;NA;29;1;41;0;1;9251;1170189;24605,92083;17,85714286;3286000;2,808093393;37,50269069;132,6368741
41;41;0;2016;9;14.05.2016;0;2;Tschechien;GABRIELA GUNCÍKOVÁ;I STAND;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;27.06.1993;NA;NA;NA;NA;NA;22,88021903;0;0;0;11.03.2016;64;20163Cze;1;0;0;0;0;187;187;0;11;11;0;23,5;1,0969;501;NA;67;0;41;3;0;78870;10566332;18575,23203;20;32519000;3,07760536;16,56101029;117,5742832
11;1;10;2016;9;14.05.2016;0;10;Deutschland;JAMIE-LEE;GHOST;1;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;18.03.1998;NA;NA;NA;NA;NA;18,15742642;0;1;9;25.02.2016;79;20163Deu;1;0;1;0;0;307;301;6;12;10;2;23,5;1,7926;501;NA;41;1;41;8;6;357580;82348669;42107,51727;36,45007924;35555000;0,431761684;55,1136675;125,8854564
77;67;10;2016;9;14.05.2016;0;19;Spanien;BAREI;SAY YAY!;2;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;29.03.1982;NA;NA;NA;NA;NA;34,12731006;1;1;5;01.02.2016;103;20163Esp;1;0;0;0;0;362;362;0;17;4;13;3,5;1,7926;17;NA;41;1;41;1;0;505935;46484062;26505,34322;39,14285714;115561000;2,486034891;41,78856306;110,480234
257;148;109;2016;9;14.05.2016;0;11;Frankreich;AMIR;J'AI CHERCHÉ;2;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;20.06.1984;NA;NA;NA;NA;NA;31,89869952;1;0;0;29.02.2016;75;20163Fra;1;1;1;0;0;309;309;0;3;3;0;7;3,8682;34;NA;19;1;41;5;3;549087;66724104;37037,37419;26,16984402;203042000;3,043008266;60,31768987;104,4897355
62;54;8;2016;9;14.05.2016;0;25;Großbritannien;JOE & JAKE;YOU'RE NOT ALONE;3;0;1;0;0;1;4;2;2;0;4;0;Gruppe;männlich;25.07.1995;06.10.1994;NA;NA;NA;NA;21,20465435;0;1;5;26.02.2016;78;20163Gbr;1;1;1;0;0;274;274;0;4;4;0;8,5;1,0969;41;NA;67;1;41;1;3;243610;65611593;41048,34966;29,58397535;39129000;0,596373266;49,22233788;119,0555562
104;80;24;2016;9;14.05.2016;0;23;Georgien;NIKA KOCHAROV & YOUNG GEORGIAN LOLITAZ;MIDNIGHT GOLD;2;0;1;0;0;1;4;4;4;0;4;0;Gruppe;männlich;22.06.1980;NA;NA;NA;NA;NA;35,89322382;0;1;4;15.02.2016;89;20163Geo;1;0;1;0;0;156;156;0;0;0;0;20;0,2442;251;NA;301;1;41;3;4;69700;3727505;4062,169888;16;5393000;1,446812278;20,92993313;137,7647586
73;40;33;2016;9;14.05.2016;0;17;Kroatien;NINA KRALJIC;LIGHTHOUSE;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;04.04.1992;NA;NA;NA;NA;NA;24,10951403;0;0;0;09.03.2016;66;20163Hrv;1;0;0;0;0;186;186;0;7;7;0;23,5;8,1661;501;NA;9;0;41;5;6;88073;4174349;12361,48383;12,58278146;57587000;13,79544451;34,12004746;104,888678
108;52;56;2016;9;14.05.2016;0;5;Ungarn;FREDDIE;PIONEER;1;0;1;0;0;0;5;1;1;0;5;0;männlich;männlich;08.04.1990;NA;NA;NA;NA;NA;26,09993155;0;1;29;27.02.2016;77;20163Hun;1;0;0;0;1;211;211;0;3;3;0;23,5;1,7926;501;NA;41;1;41;5;2;93030;9814023;13090,50673;10,1010101;52890000;5,389227231;31,98752176;102,0406696
135;124;11;2016;9;14.05.2016;0;7;Israel;HOVI STAR;MADE OF STARS;3;0;0;0;0;0;3;1;1;0;2;1;männlich;männlich;19.11.1986;NA;NA;NA;NA;NA;29,48391513;0;1;2;03.03.2016;72;20163Isr;1;0;0;0;0;223;221;2;15;15;0;15;0,5833;126;NA;126;1;41;0;0;22070;8546000;37282,53056;26,66666667;3070000;0,359232389;41,19162879;130,3492361
124;90;34;2016;9;14.05.2016;0;6;Italien;FRANCESCA MICHIELIN;NO DEGREE OF SEPARATION;4;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;25.02.1995;NA;NA;NA;NA;NA;21,21560575;1;1;18;14.02.2016;90;20163Ita;1;1;0;0;0;194;194;0;1;1;0;17,5;2,1616;151;NA;34;1;41;5;9;301340;60627498;30939,71425;30,95238095;84925000;1,400767025;33,40941423;141,6939815
200;104;96;2016;9;14.05.2016;0;16;Litauen;DONNY MONTELL;I'VE BEEN WAITING FOR THIS NIGHT;6;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;22.10.1987;NA;NA;NA;NA;NA;28,56125941;0;1;27;12.03.2016;63;20163Ltu;1;0;1;0;0;271;258;13;12;12;0;17,5;0,7277;151;NA;101;1;41;4;0;65286;2868231;14998,12506;21,27659574;5322000;1,855499086;18,37205496;145,513378
132;69;63;2016;9;14.05.2016;0;20;Lettland;JUSTS;HEARTBEAT;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;06.02.1995;NA;NA;NA;NA;NA;21,26762491;0;1;18;28.02.2016;76;20163Lva;1;0;1;0;0;193;193;0;6;6;0;17,5;4,3232;151;NA;17;1;41;4;0;64570;1959537;14315,79289;18;6797000;3,468676529;18,38354102;134,240928
153;137;16;2016;9;14.05.2016;0;22;Malta;IRA LOSCO;WALK ON WATER;3;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;31.07.1981;NA;NA;NA;NA;NA;34,7871321;1;0;0;17.03.2016;58;20163Mlt;1;1;1;0;0;254;245;9;8;8;0;8,5;5,6535;41;NA;13;0;41;0;3;320;455356;25741,44606;12,85714286;2592000;5,692249581;53,74217204;134,252242
153;114;39;2016;9;14.05.2016;0;3;Niederlande;DOUWE BOB;SLOW DOWN;2;0;1;0;1;1;6;1;1;0;6;0;männlich;männlich;12.12.1992;NA;NA;NA;NA;NA;23,41957563;1;0;0;04.03.2016;71;20163Nld;1;0;0;0;0;223;223;0;24;24;0;12;0,9073;81;NA;81;0;41;2;1;41540;17030314;46007,85292;37,33333333;15828000;0,929401537;39,8909506;123,0177086
229;7;222;2016;9;14.05.2016;0;12;Polen;MICHAL SZPAK;COLOR OF YOUR LIFE;4;0;0;1;1;0;6;1;1;0;2;4;männlich;männlich;26.11.1990;NA;NA;NA;NA;NA;25,46475017;0;1;8;05.03.2016;70;20163Pol;1;0;0;0;0;191;191;0;0;0;0;13,5;1,4411;101;NA;51;1;41;6;5;312680;37970087;12447,43959;27,39130435;80476000;2,119457877;21,43540983;139,5179369
491;130;361;2016;9;14.05.2016;0;18;Russland;SERGEY LAZAREV;YOU ARE THE ONLY ONE;5;0;0;0;0;0;6;1;1;0;5;1;männlich;männlich;01.04.1983;NA;NA;NA;NA;NA;33,11978097;0;0;0;05.03.2016;70;20163Rus;1;0;1;0;0;301;294;7;7;6;1;1;26,7255;1,4;NA;2,75;1;41;10;5;17098250;144342397;8704,898413;12,66666667;24571000;0,170227186;22,21753909;157,718498
115;35;80;2016;9;14.05.2016;0;15;Serbien;ZAA SANJA VUCIC;GOODBYE;1;0;0;0;0;0;6;1;0;1;1;5;weiblich;weiblich;08.08.1993;NA;NA;NA;NA;NA;22,7652293;0;0;0;12.03.2016;63;20163Srb;1;0;0;0;0;276;276;0;4;4;0;23,5;3,1954;501;NA;23;1;41;6;6;88360;7058322;5765,200762;34;1281000;0,181487895;30,3188414;102,7161171
261;122;139;2016;9;14.05.2016;0;9;Schweden;FRANS;IF I WERE SORRY;4;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;19.12.1998;NA;NA;NA;NA;NA;17,4017796;1;1;26;12.03.2016;63;20163Swe;1;0;0;0;0;327;323;4;21;18;3;5;12,2492;21;NA;6;1;41;3;1;447430;9923085;51965,15715;43,5530086;6782000;0,683456808;31,56062211;127,5231707
534;211;323;2016;9;14.05.2016;0;21;Ukraine;JAMALA;1944;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;27.08.1983;NA;NA;NA;NA;NA;32,71457906;1;1;17;21.02.2016;83;20163Ukr;1;1;1;1;0;125;121;4;0;0;0;3,5;3,1954;17;NA;23;0;41;5;5;603550;45004673;2187,73051;12,01923077;13734000;0,30516831;19,84280445;133,1689539
76;38;38;2017;10;09.05.2017;1;4;Albanien;LINDITA;World;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;24.03.1994;NA;NA;NA;NA;NA;23,1266256;1;1;23;13.03.2017;57;20171Alb;1;0;1;0;1;182;160;22;5;3;2;17,5;1,0117;NA;11;151;0;20;2;1;28750;2873457;4531,020806;27,85714286;5118000;1,781129838;8,554283747;125,7103519
152;87;65;2017;10;09.05.2017;1;16;Armenien;ARTSVIK;Fly With Me;3;0;0;0;0;0;3;1;0;1;0;3;weiblich;weiblich;21.10.1984;NA;NA;NA;NA;NA;32,54757016;0;0;0;29.03.2017;41;20171Arm;1;0;1;0;0;167;167;0;4;4;0;2;8,0405;NA;1,01;19;1;20;2;0;29740;2944789;3914,527854;18,0952381;1495000;0,507676441;17,01353339;118,4642306
160;139;21;2017;10;09.05.2017;1;3;Australien;ISAIAH;Don't Come Easy;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;21.11.1999;NA;NA;NA;NA;NA;17,46475017;0;0;0;07.03.2017;63;20171Aus;1;1;1;0;0;271;271;0;7;6;1;9;8,9865;NA;1,36;17;1;20;0;1;7741220;24601860;54027,96682;28,66666667;8815000;0,358306242;34,41175825;108,4417819
150;87;63;2017;10;09.05.2017;1;8;Aserbaidschan;DIHAJ;Skeletons;1;0;0;0;0;0;6;1;0;1;3;3;weiblich;weiblich;13.06.1989;NA;NA;NA;NA;NA;27,90417522;0;0;0;11.03.2017;59;20171Aze;1;0;0;0;1;318;318;0;5;5;0;4,5;8,0405;NA;1,12;19;1;20;2;0;86600;9854033;4147,089716;16,8;2697000;0,273695044;17,14850305;102,8610548
